Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
51551,c95f,"POST51","D","Post 51 (Marion) Dispatch","Law Dispatch","OSP District 2"
51555,c963,"PIQUA","D","Post 55 (Piqua) District 5 HQ / post patrol","Law Dispatch","OSP District 5"
51557,c965,"POST57","D","Post 57 (Dayton) Dispatch","Law Dispatch","OSP District 5"
51559,c967,"POST59","D","Post 59 (Mt Gilead) Dispatch","Law Dispatch","OSP District 6"
51560,c968,"POST60","D","Post 60 (Zanesville) Dispatch","Law Dispatch","OSP District 7"
51565,c96d,"POST65","D","Post 65 (Circleville) Dispatch","Law Dispatch","OSP District 6"
51571,c973,"POST71","D","Post 71 (Chillicothe) Dispatch","Law Dispatch","OSP District 9"
51572,c974,"POST72","D","Post 72 (Fremont) Dispatch","Law Dispatch","OSP District 2"
51578,c97a,"WARREN","D","Post 78 (Warren) District 4 HQ / post patrol","Law Dispatch","OSP District 4"
51580,c97c,"POST80","D","Post 80 (Marysville) Dispatch","Law Dispatch","OSP District 5"
51584,c980,"POST84","D","Post 84 (Marietta) Dispatch","Law Dispatch","OSP District 7"
51590,c986,"TP-EAST","D","Ohio Turnpike East Ops","Law Dispatch","OSP District 10"
51591,c987,"TP-WEST","D","Ohio Turnpike West Ops","Law Dispatch","OSP District 10"
51592,c988,"P02TAC","DE","Post 2 (Lima) Tac","Law Tac","OSP District 1"
51593,c989,"P03TAC","DE","Post 3 (Ashland) Tac","Law Tac","OSP District 3"
51594,c98a,"P04TAC","DE","Post 4 (Ashtabula) Tac","Law Tac","OSP District 4"
51595,c98b,"P28TAC","DE","Post 28 (Chardon) Tac","Law Tac","OSP District 4"
51597,c98d,"P06TAC","DE","Post 6 (Wapakoneta) Tac","Law Tac","OSP District 5"
51598,c98e,"P07TAC","DE","Post 7 (St Clairsville) Tac","Law Tac","OSP District 7"
51599,c98f,"P08TAC","DE","Post 8 (Georgetown) Tactical","Law Tac","OSP District 8"
51600,c990,"P09TAC","DE","Post 9 (Hamilton) Tactical","Law Tac","OSP District 8"
51601,c991,"P12TAC","DE","Post 12 (Springfield) Tac","Law Tac","OSP District 5"
51602,c992,"P13TAC","DE","Post 13 (Batavia) Tactical","Law Tac","OSP District 8"
51603,c993,"P14TAC","DE","Post 14 (Wilmington) Tactical","Law Tac","OSP District 8"
51604,c994,"P15TAC","DE","Post 15 (Lisbon) Tac","Law Tac","OSP District 4"
51606,c996,"P18TAC","DE","Post 18 (Cleveland) Tac","Law Tac","OSP District 3"
51607,c997,"P20TAC","D","Post 20 TAC (Defiance and Williams Counties)","Law Tac","OSP District 1"
51609,c999,"P72TAC","DE","Post 72 (Fremont) Tac","Law Tac","OSP District 2"
51611,c99b,"P25TAC","DE","Post 25 (Columbus) Tac","Law Tac","OSP District 6"
51614,c99e,"DAYTAC3","D","Post 57 (Dayton) Tac 3","Law Tac","OSP District 5"
51615,c99f,"P30TAC","DE","Post 30 (Cambridge) Tac","Law Tac","OSP District 7"
51616,c9a0,"P31TAC","DE","Post 31 (Cincinnati) Tactical","Law Tac","OSP District 8"
51620,c9a4,"P41TAC","DE","Post 41 (Steubenville) Tac","Law Tac","OSP District 7"
51622,c9a6,"P45TAC","DE","Post 45 (Granville) Tac","Law Tac","OSP District 6"
51623,c9a7,"P47TAC","DE","Post 47 (Lorain) Tac","Law Tac","OSP District 3"
51626,c9aa,"P50TAC","DE","Post 50 (Canfield) Tac","Law Tac","OSP District 4"
51627,c9ab,"P51TAC","D","Post 51 (Marion) Tac","Law Tac","OSP District 2"
51628,c9ac,"P52TAC","DE","Post 52 (Medina) Tac","Law Tac","OSP District 3"
51629,c9ad,"P55TAC","DE","Post 55 (Piqua) Tac","Law Tac","OSP District 5"
51631,c9af,"P59TAC","DE","Post 59 (Mt Gilead) Tac","Law Tac","OSP District 6"
51632,c9b0,"P60TAC","DE","Post 60 (Zanesville) Tac","Law Tac","OSP District 7"
51633,c9b1,"P65TAC","DE","Post 65 (Circleville) Tac","Law Tac","OSP District 6"
51634,c9b2,"WRNEVT2","DE","OSP District 4 events","Law Tac","OSP District 4"
51636,c9b4,"P70TAC","DE","Post 70 (Mansfield) Tac","Law Tac","OSP District 2"
51637,c9b5,"P71TAC","DE","Post 71 (Chillicothe) Tac","Law Tac","OSP District 9"
51640,c9b8,"P76TAC","DE","Post 76 (Canton) Tac - Summit County patrol","Law Tac","OSP District 3"
51641,c9b9,"P78TAC","DE","Post 78 (Warren) Tac","Law Tac","OSP District 4"
51643,c9bb,"P79TAC","DE","Post 79 (New Philadelphia) Tac","Law Tac","OSP District 7"
51644,c9bc,"P80TAC","DE","Post 80 (Marysville) Tac","Law Tac","OSP District 5"
51647,c9bf,"P83TAC","DE","Post 83 (Lebanon) Tactical","Law Tac","OSP District 8"
51648,c9c0,"P84TAC","DE","Post 84 (Marietta) Tac","Law Tac","OSP District 7"
51650,c9c2,"P76TAC2","DE","Post 76 (Canton) Tac - Stark County patrol","Law Tac","OSP District 3"
51662,c9ce,"OIU1","D","Ohio Investgative Unit Primary","Law Tac","Ohio Investigative Unit"
51666,c9d2,"OSP-F3","D","OSP F3","Law Talk","OSP Special / Tac"
51667,c9d3,"CLE-ENF1","D","Cleveland District Enforcement 1","Law Tac","Ohio Investigative Unit"
51669,c9d5,"CAN-ENF1","D","Canton District Enforcement 1","Law Tac","Ohio Investigative Unit"
51671,c9d7,"COLS-ENF","D","Columbus District Enforcement","Law Tac","Ohio Investigative Unit"
51675,c9db,"CIN-TAC1","DE","Cincinnati District Tactical 1","Law Tac","Ohio Investigative Unit"
51681,c9e1,"P48TAC1","D","Post 48 (Toledo) Tac 1","Law Tac","OSP District 1"
51683,c9e3,"CLE-TAC3","D","Cleveland Tactical 3","Law Tac","OSP District 3"
51684,c9e4,"GHQ-OIS","D","Office of Information Services - General Headquarters","Law Tac","Ohio Department of Job and Family Services"
51685,c9e5,"YNG-OIU","D","Akron District - Youngstown","Law Tac","Ohio Investigative Unit"
51687,c9e7,"COLS-TAC","D","Columbus District Tactical","Law Tac","Ohio Investigative Unit"
51689,c9e9,"ATH-OIU","D","Athens District","Law Tac","Ohio Investigative Unit"
51691,c9eb,"ATH-TAC1","D","Athens District Tactical 1","Law Tac","Ohio Investigative Unit"
51696,c9f0,"D1-EVT1","D","Findlay Event 1","Law Tac","OSP District 1"
51697,c9f1,"VANWRT","D","Post 81 (Van Wert) Dispatch","Law Dispatch","OSP District 1"
51700,c9f4,"MANSFLD","D","Post 70 (Mansfield) Dispatch","Law Dispatch","OSP District 2"
51701,c9f5,"BOWLGRN","D","Post 87 (Bowling Green) Dispatch","Law Dispatch","OSP District 1"
51705,c9f9,"WOOSTER","D","Post 85 (Wooster) Dispatch","Law Dispatch","OSP District 3"
51708,c9fc,"D2-EVT1","D","Bucyrus Event 1","Law Tac","OSP District 2"
51709,c9fd,"CANFLD","D","Post 50 (Canfield) Dispatch","Law Dispatch","OSP District 4"
51715,ca03,"OIS-SW1","D","Office of Information Services - Southwest","Law Tac","Ohio Department of Job and Family Services"
51716,ca04,"MEDINA1","D","Post 52 (Medina) Dispatch","Law Dispatch","OSP District 3"
51717,ca05,"D5-EVT1","D","Piqua Event 1","Law Tac","OSP District 5"
51718,ca06,"LUCASYS","D","Lucas County Youth Services","Corrections","Lucas County (48) State Corrections"
51721,ca09,"D3-EVT1","D","Cleveland Event 1","Law Tac","OSP District 3"
51722,ca0a,"RAVENA","D","Post 67 (Ravenna) Dispatch","Law Dispatch","OSP District 4"
51723,ca0b,"DAYTON1","D","Post 57 (Dayton) 1","Law Dispatch","OSP District 5"
51724,ca0c,"SANDSKY","D","Post 22 (Sandusky) Dispatch","Law Dispatch","OSP District 2"
51726,ca0e,"D6-EVT1","D","OSP District 6 events","Law Tac","OSP District 6"
51727,ca0f,"CANTON1","D","Post 76 (Canton) - Stark County patrol","Law Dispatch","OSP District 3"
51728,ca10,"D3-EVT2","D","Cleveland Event 2","Law Tac","OSP District 3"
51730,ca12,"DAYTON2","D","Post 57 (Dayton) 2","Law Dispatch","OSP District 5"
51731,ca13,"CANTON2","D","Post 76 (Canton) - Summit County patrol ","Law Dispatch","OSP District 3"
51732,ca14,"POST25","D","Post 25 (Columbus) Dispatch","Law Dispatch","OSP District 6"
51736,ca18,"D7-EVT1","D","Cambridge Event 1","Law Tac","OSP District 7"
51737,ca19,"DAYTAC1","DE","Post 57 (Dayton) Tac 1","Law Tac","OSP District 5"
51738,ca1a,"DAYTON3","D","Post 57 (Dayton) 3","Law Dispatch","OSP District 5"
51739,ca1b,"DELAWRE","D","Post 21 (Delaware) Dispatch","Law Dispatch","OSP District 6"
51740,ca1c,"LISBON","D","Post 15 (Lisbon) Dispatch","Law Dispatch","OSP District 4"
51741,ca1d,"DAYTAC2","D","Post 57 (Dayton) Tac 2","Law Tac","OSP District 5"
51742,ca1e,"D8-EVT1","D","Wilmington Event 1 ","Law Tac","OSP District 8"
51743,ca1f,"BATAVIA","D","Post 13 (Batavia) Dispatch","Law Dispatch","OSP District 8"
51744,ca20,"LANCSTR","D","Post 23 (Lancaster) Dispatch","Law Dispatch","OSP District 6"
51745,ca21,"SPRNGFLD","D","Post 12 (Springfield) Dispatch","Law Dispatch","OSP District 5"
51749,ca25,"ACADEMY","D","OSP Academy","Law Dispatch","OSP District 6"
51750,ca26,"WESTJEFF","D","Post 49 (West Jefferson) Dispatch","Law Dispatch","OSP District 6"
51751,ca27,"COLMBUS","D","Post 25 (Columbus) Dispatch","Law Dispatch","OSP District 6"
51752,ca28,"STCLAIR","D","Post 07 (St Clairsville) Dispatch","Law Dispatch","OSP District 7"
51753,ca29,"CAM-TECH","D","District Radio Technicians","Public Works","OSP District 7"
51756,ca2c,"POST25A","D","Post 25 (Columbus) Dispatch alternate","Law Dispatch","OSP District 6"
51757,ca2d,"LEBANON","D","Post 83 (Lebanon) Dispatch","Law Dispatch","OSP District 8"
51760,ca30,"NEWPHIL","D","Post 79 (New Philadelphia) Dispatch","Law Dispatch","OSP District 7"
51761,ca31,"AVIATN","D","Aviation","Law Tac","OSP Special / Tac"
51762,ca32,"FRSTAID","D","Ohio State Fair - First Aid","EMS-Talk","Other State Agencies"
51766,ca36,"ATHENS1","D","Post 5 (Athens) Dispatch","Law Dispatch","OSP District 9"
51770,ca3a,"PORTSMTH","De","Post 73 (Portsmouth) Dispatch","Law Dispatch","OSP District 9"
51771,ca3b,"WRNEVT1","D","OSP District 4 events","Law Tac","OSP District 4"
51772,ca3c,"FAIRGND","D","OSP Academy/State Fairgrounds post","Law Dispatch","OSP District 6"
51774,ca3e,"P-EVENT 1","D","Special Event 1 (Expo Center and OSU)","Law Tac","OSP District 6"
51775,ca3f,"POST96","D","Ohio Exposition Center (Fairgrounds) post","Law Dispatch","OSP District 6"
51780,ca44,"P-EVENT 2","D","Special Event 2 (Expo Center and OSU)","Law Tac","OSP District 6"
51781,ca45,"POST97","D","State Capitol Complex Security ","Law Dispatch","OSP District 6"
51782,ca46,"SRT11","DE","OSP Special Response Teams","Law Tac","OSP Special / Tac"
51783,ca47,"SRT TAC1","DE","OSP Special Response Teams Tac 1","Law Tac","OSP Special / Tac"
51784,ca48,"TPETAC1","DE","Ohio Turnpike East Tac 1","Law Tac","OSP District 10"
51785,ca49,"TPWTAC1","DE","Ohio Turnpike West Tac 1","Law Tac","OSP District 10"
51786,ca4a,"D6-EVT2","De","OSP District 6 Events","Law Tac","OSP District 6"
51788,ca4c,"POST98","D","Shipley Bldg (General HQ) Dispatch","Law Dispatch","OSP District 6"
51789,ca4d,"SRT2","DE","OSP Special Response Teams","Law Tac","OSP Special / Tac"
51791,ca4f,"OTC-EVT 1","D","Event 1","Public Works","Ohio Turnpike Commission (OTP)"
51792,ca50,"FIN-AV1","D","Post 32 (Findlay) Aviation Ops","Law Tac","OSP District 1"
51795,ca53,"TPETAC2","DE","Ohio Turnpike East Tac 2","Law Tac","OSP District 10"
51810,ca62,"PIQ-AV 1","D","Post 55 (Piqua) Aviation 1","Law Tac","OSP District 5"
51811,ca63,"P97TAC","DE","State Capitol Complex Security Tactical","Law Tac","OSP District 6"
51835,ca7b,"D7-LCS","D","Motor Carrier Enforcement","Law Tac","OSP District 7"
51900,cabc,"OTC-M-EAST","D","Maintenance East","Public Works","Ohio Turnpike Commission (OTP)"
51902,cabe,"TOLL EAST","D","Toll Plazas - East","Public Works","Ohio Turnpike Commission (OTP)"
51904,cac0,"TOLL WEST","D","Toll Plaza - West","Public Works","Ohio Turnpike Commission (OTP)"
51905,cac1,"OTC-M-WEST","D","Maintenance West","Public Works","Ohio Turnpike Commission (OTP)"
51910,cac6,"OTC-M-TAC1","D","Maintenance Tac 1","Public Works","Ohio Turnpike Commission (OTP)"
51915,cacb,"OTC-M-TAC2","D","Maintenance Tac 2","Public Works","Ohio Turnpike Commission (OTP)"
52000,cb20,"WCEAKRN","D","Watercraft Enforcement - Akron Region ","Law Tac","Ohio Department of Natural Resources"
52001,cb21,"WCEALUM","D","Watercraft Enforcement - Alum Creek Region","Law Tac","Ohio Department of Natural Resources"
52004,cb24,"WCECMBR","D","Watercraft Enforcement - Cambridge Region","Law Tac","Ohio Department of Natural Resources"
52005,cb25,"WCE-CNCI","D","Watercraft Enforcement - Cincinnati (Bethel) Region","Law Tac","Ohio Department of Natural Resources"
52006,cb26,"WCEERIE","D","Watercraft Enforcement - Lake Erie Region","Law Tac","Ohio Department of Natural Resources"
52012,cb2c,"WL-ERIE","D","Wildlife Enforcement - Lake Erie Region","Law Tac","Ohio Department of Natural Resources"
52013,cb2d,"PR-NW-M1","D","Parks and Recreation - Maintenance, Northwest","Public Works","Ohio Department of Natural Resources"
52014,cb2e,"WL-D2-C","D","Wildlife Enforcement - District 2 (NW)","Law Tac","Ohio Department of Natural Resources"
52015,cb2f,"NE-DNR","D","Northeast Operations","Law Dispatch","Ohio Department of Natural Resources"
52017,cb31,"WL-D3-E","D","Wildlife Enforcement - District 3 (NE)","Law Tac","Ohio Department of Natural Resources"
52018,cb32,"SW-DNR","D","Southwest Operations","Law Dispatch","Ohio Department of Natural Resources"
52020,cb34,"CALL-NE","De","Enforcement - Northeast Calling","Law Dispatch","Ohio Department of Natural Resources"
52022,cb36,"CALL-SW","De","Enforcement - Southwest Calling","Law Dispatch","Ohio Department of Natural Resources"
52023,cb37,"NW-DNR","D","Northwest Operations","Law Dispatch","Ohio Department of Natural Resources"
52024,cb38,"PR-SW-M1","D","Parks and Recreation - Southwest Maintenance 1","Public Works","Ohio Department of Natural Resources"
52027,cb3b,"CALL-NW","De","Enforcement - Northwest Calling","Law Dispatch","Ohio Department of Natural Resources"
52028,cb3c,"PR-SW-M2","D","Parks and Recreation - Southwest Maintenance 2","Public Works","Ohio Department of Natural Resources"
52029,cb3d,"PR-NE-M2","D","Parks and Recreation - Northeast Maintenance 2","Public Works","Ohio Department of Natural Resources"
52030,cb3e,"PR-SW-E1","D","Parks and Recreation - Southwest Enforcement ","Law Tac","Ohio Department of Natural Resources"
52031,cb3f,"FR-FIN-M","D","Forestry Maintenance - Findlay Region","Public Works","Ohio Department of Natural Resources"
52032,cb40,"PR-SW-M3","D","Parks and Recreation - Southwest Maintenance 3","Public Works","Ohio Department of Natural Resources"
52033,cb41,"WL-D3-B","D","Wildlife Enforcement - District 3 (NE)","Law Tac","Ohio Department of Natural Resources"
52034,cb42,"PR-NW-E1","D","Parks and Recreation - Northwest Enforcement 1","Law Tac","Ohio Department of Natural Resources"
52035,cb43,"PR-NE-E1","D","Parks and Recreation - Northeast Enforcement 1","Law Tac","Ohio Department of Natural Resources"
52037,cb45,"PR-NW-M2","D","Parks and Recreation - Northwest Maintenance 2","Public Works","Ohio Department of Natural Resources"
52039,cb47,"PR-NE-E2","D","Parks and Recreation - Northeast Enforcement 2","Law Tac","Ohio Department of Natural Resources"
52041,cb49,"WL-D2-E","D","Wildlife Enforcement - District 2 (NW)","Law Tac","Ohio Department of Natural Resources"
52042,cb4a,"MRM-S","D","Mineral Resource Management - South","Public Works","Ohio Department of Natural Resources"
52045,cb4d,"WL-D5-E","D","Wildlife Enforcement - District 5 (SW)","Law Tac","Ohio Department of Natural Resources"
52047,cb4f,"DNR-TAC","D","Tactical","Law Tac","Ohio Department of Natural Resources"
52049,cb51,"WL-D5-C","D","Wildlife Enforcement - District 5 (SW)","Law Tac","Ohio Department of Natural Resources"
52050,cb52,"FR-ATH-M","D","Forestry Maintenance - Athens Region","Public Works","Ohio Department of Natural Resources"
52056,cb58,"WL-DIST2","D","Wildlife Enforcement - District 2 (NW)","Law Tac","Ohio Department of Natural Resources"
52057,cb59,"FR-CHL-M","D","Forestry Maintenance - Chillicothe region","Public Works","Ohio Department of Natural Resources"
52059,cb5b,"PR-SW-E1","D","Parks and Recreation - Southwest Enforcement 1","Law Tac","Ohio Department of Natural Resources"
52061,cb5d,"FR-FIR-SH","D","Forestry Fire Protection - Shawnee State Forest","Fire-Tac","Ohio Department of Natural Resources"
52063,cb5f,"FR-MA-PS","D","Forestry Maintenance - Pike State Forest","Public Works","Ohio Department of Natural Resources"
52064,cb60,"PR-SE-E3","De","Parks and Recreation - Southeast Enforcement 3","Law Tac","Ohio Department of Natural Resources"
52065,cb61,"WL-D5B","D","Wildlife Enforcement - District 5 (SW)","Law Tac","Ohio Department of Natural Resources"
52067,cb63,"WL-D4-E","D","Wildlife Enforcement - District 4 (SE)","Law Tac","Ohio Department of Natural Resources"
52068,cb64,"FR-FIR-PI","D","Forestry Fire Protection - Pike State Forest","Fire-Tac","Ohio Department of Natural Resources"
52069,cb65,"SE-DNR","D","Southeast Operations","Law Dispatch","Ohio Department of Natural Resources"
52072,cb68,"CALL-SE","De","Enforcement - Southeast Calling","Law Dispatch","Ohio Department of Natural Resources"
52074,cb6a,"WL-D4-A","D","Wildlife Enforcement - District 4 (SE)","Law Tac","Ohio Department of Natural Resources"
52075,cb6b,"DNR EMER","D","Emergency","Law Tac","Ohio Department of Natural Resources"
52076,cb6c,"PR-SE-M4","D","Parks and Recreation - Southeast Maintenance 4","Public Works","Ohio Department of Natural Resources"
52077,cb6d,"CEN-DNR","D","Central Operations","Law Dispatch","Ohio Department of Natural Resources"
52078,cb6e,"PR-EC-M","D","Parks and Recreation - East Central Maintenance","Public Works","Ohio Department of Natural Resources"
52079,cb6f,"FR-FRN-M","D","Forestry Maintenance - Fernwood Region","Public Works","Ohio Department of Natural Resources"
52080,cb70,"PR-SE-E1","D","Parks and Recreation - Southeast Enforcement 1","Law Tac","Ohio Department of Natural Resources"
52083,cb73,"WL-D4-B","D","Wildlife Enforcement - District 4 (SE)","Law Tac","Ohio Department of Natural Resources"
52084,cb74,"PR-SE-M2","D","Parks and Recreation - Southeast Maintenance 2","Public Works","Ohio Department of Natural Resources"
52085,cb75,"WL-D3-C","D","Wildlife Enforcement - District 3 (NE)","Law Tac","Ohio Department of Natural Resources"
52087,cb77,"WL-D1-A","D","Wildlife Enforcement - District 1 (Central)","Law Tac","Ohio Department of Natural Resources"
52089,cb79,"PR-SE-M3","D","Parks and Recreation - Southeast Maintenance 3","Public Works","Ohio Department of Natural Resources"
52091,cb7b,"PR-SE-E2","De","Parks and Recreation - Southeast Enforcement 2","Law Tac","Ohio Department of Natural Resources"
52092,cb7c,"FR-FIR-DE","D","Forestry Fire Protection - Dean State Forest","Fire-Tac","Ohio Department of Natural Resources"
52095,cb7f,"WL-DIST4","D","Wildlife Enforcement - District 4 (SE)","Law Tac","Ohio Department of Natural Resources"
52096,cb80,"DNROIL1","D","Oil and Gas","Public Works","Ohio Department of Natural Resources"
52097,cb81,"CALL-CEN","De","Enforcement - Central Calling","Law Dispatch","Ohio Department of Natural Resources"
